,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
557,#Starbucks #Apple #Mac You would think connecting to the internet would be easy in the year 2022. Spent 20 minutes getting the pop-up login/'agree to terms' to appear., starbucks apple mac you would think connecting to the internet would be easy in the year 2022 spent 20 minutes getting the pop up login agree to terms to appear ,0.16666666666666669,0.4666666666666667,positive,0.0,0.838,0.162,0.6597,162,30
558,"iOS VPNs have leaked traffic for more than 2 years, researcher claims | #ios | #apple | #iossecurity
#earegun

Getty Images A security researcher says that Apple’s iOS devices don’t fully route all network traffic through VPNs as a user might expect, a potential security iss… https://t.co/RCHDrxhUxs",ios vpns have leaked traffic for more than 2 years researcher claims ios apple iossecurity earegun getty images security researcher says that apple ios devices don fully route all network traffic through vpns as user might expect potential security iss ,0.25,0.75,positive,0.053,0.835,0.111,0.3612,253,40
559,"who approved the design of this hero section? this doesn't look #apple-like 🤔

#ui #uidesign #design #webdesign https://t.co/8qY3tbGTyP",who approved the design of this hero section this doesn look apple like ui uidesign design webdesign ,0.0,0.0,positive,0.0,0.594,0.406,0.8608,101,17
560,"Apple iPhone 14 and iPhone 14 Pro launch date revealed 
#Mobile #Apple #Iphone_14 #Models #Pro #Watch
https://t.co/k67GweB8R5",apple iphone 14 and iphone 14 pro launch date revealed mobile apple iphone 14 models pro watch ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,95,17
561,"Employees will come in Tuesdays, Thursdays, and a day set by individual teams. #apple #workfromanywhere #workfromoffice #world #pandemic #coronavirus https://t.co/7EQZNKMpUo",employees will come in tuesdays thursdays and day set by individual teams apple workfromanywhere workfromoffice world pandemic coronavirus ,0.0,0.4,neutral,0.0,1.0,0.0,0.0,139,18
562,"#SharonLeslieBrown #SharonLeslieCrown #BiggerthanBeyonce check out all of my music on streaming platform #Spotify #Deezer #iTunes #Apple music. #HolyGhostTakeover

Buy the song so you can hear all of it, they are excellent songs: 🔥 bigger than #Beyonce!", sharonlesliebrown sharonlesliecrown biggerthanbeyonce check out all of my music on streaming platform spotify deezer itunes apple music holyghosttakeover buy the song so you can hear all of it they are excellent songs bigger than beyonce ,0.5,0.75,positive,0.0,0.902,0.098,0.5719,239,35
563,"Apple iphone 14 Series launching on September 7, 2022
Everything we know so far..
#Apple #AppleEvent #iPhone14Series https://t.co/pA2XqnK74k",apple iphone 14 series launching on september 7 2022 everything we know so far apple appleevent iphone14series ,0.1,1.0,neutral,0.0,1.0,0.0,0.0,111,17
564,"#digitalmarketingservices #digitalmarketingig #SEO #searchengineoptimization #socialmediamarketing #twitter #marketing  #iPhone14 #Trending #realme #realme9i5G #SSMB28 #Apple #ThiruchitrambalamFDFS #Thiruchitrambalam #INDvsZIM 
Visit us : https://t.co/C7IGqR8uEW https://t.co/EgLvqJtlzY", digitalmarketingservices digitalmarketingig seo searchengineoptimization socialmediamarketing twitter marketing iphone14 trending realme realme9i5g ssmb28 apple thiruchitrambalamfdfs thiruchitrambalam indvszim visit us ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,220,18
565,"#SharonLeslieBrown #SharonLeslieCrown #BiggerthanBeyonce check out all of my music on streaming platform #Spotify #Deezer #iTunes #Apple music. #HolyGhostTakeover

Buy the song so you can hear all of it, they are excellent songs: 🔥 bigger than #Beyonce!", sharonlesliebrown sharonlesliecrown biggerthanbeyonce check out all of my music on streaming platform spotify deezer itunes apple music holyghosttakeover buy the song so you can hear all of it they are excellent songs bigger than beyonce ,0.5,0.75,positive,0.0,0.902,0.098,0.5719,239,35
566,"Xiaomi 12S Ultra review: The best phone you can't buy 
https://t.co/0ZnYserWtq
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Xiaomi introduced the Ultra moniker two years ago with the Mi 10 Ultra, with that device limited to China. Last ...",xiaomi 12s ultra review the best phone you can buy seo google apple ios cybersecurity robotics iot ai software telecom xiaomi introduced the ultra moniker two years ago with the mi 10 ultra with that device limited to china last ,0.30952380952380953,0.16984126984126982,positive,0.043,0.862,0.095,0.5106,229,40
567,"New arriver 100W GaN fast charger, 4C2A + Wireless charging, DM for more #100wcharger #wirelesscharging #multipleport #usbcharging #pdcharge #laptopcharger #mobilephoneaccessiores #apple #iphone #fastcharger ##applelife #applefan #homeoffice #desktop #gancharger #wirelessstation https://t.co/Ah6KUfD2pi",new arriver 100w gan fast charger 4c2a wireless charging dm for more 100wcharger wirelesscharging multipleport usbcharging pdcharge laptopcharger mobilephoneaccessiores apple iphone fastcharger applelife applefan homeoffice desktop gancharger wirelessstation ,0.2787878787878788,0.5181818181818182,neutral,0.0,1.0,0.0,0.0,259,28
568,"Vietnam to make Apple Watch and MacBook
#Country #VietnamVeteransDay #Vietnam #tech #Apple #technology #AppleWatch #MacBook #iOS 

https://t.co/YuZKpMdc7l",vietnam to make apple watch and macbook country vietnamveteransday vietnam tech apple technology applewatch macbook ios ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,120,16
569,"Home ownership? AI may be your best hope 
https://t.co/RTcVG8gWmC
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom
 
     Architects using a tablet at a construction site. Image: GettyA February National Association of Realtors study cited tha...",home ownership ai may be your best hope seo google apple ios cybersecurity robotics iot ai software telecom architects using tablet at construction site image gettya february national association of realtors study cited tha ,1.0,0.3,positive,0.0,0.818,0.182,0.7964,224,34
570,"RT @StreetSignsCNBC: If you thought Credit Suisse's $201 PT on $AAPL was high, listen to what Loop Venture's @munster_gene has to say about why he thinks #Apple will go to $250. @willkoulouris @mandyCNBC https://t.co/c8o7WlueeI",rt if you thought credit suisse 201 pt on aapl was high listen to what loop venture gene has to say about why he thinks apple will go to 250 ,0.16,0.5399999999999999,positive,0.0,0.918,0.082,0.3818,141,30
571,C$223.75 - #FreeShipping | Use coupon code SAVE$5 for this item and more. Apple Magic Trackpad 2 - Space Gray #Apple       ?? https://t.co/yDKUdF6Zwi       #sharious  #canadianbestseller  #canada #usa #product #Apple  #Gray  #Magic  #Space  #Trackpad . https://t.co/razynpqHs6,c 223 75 freeshipping use coupon code save 5 for this item and more apple magic trackpad 2 space gray apple sharious canadianbestseller canada usa product apple gray magic space trackpad ,0.5,0.8333333333333334,positive,0.0,0.894,0.106,0.4939,187,31
572,"Apple iPhone 14 series launching on 7 September, 2022.
#Apple #iPhone14 https://t.co/t2srsvPCuQ",apple iphone 14 series launching on 7 september 2022 apple iphone14 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,68,11
573,"Adding H3 Tags to Products Names on Ecommerce Category Pages 
https://t.co/4ZANICPAiY
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom
 
Before you start: if you’re unfamiliar with the principles of statistical SEO split-testing and how SplitS...",adding h3 tags to products names on ecommerce category pages seo google apple ios cybersecurity robotics iot ai software telecom before you start if you re unfamiliar with the principles of statistical seo split testing and how splits ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,235,38
574,How SEO Has Evolved Over The Years https://t.co/6A04rGRFlZ Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital   Advertising Podcast with Dale Bertrand On this episode of the Duct Tape Advertising Po… https://t.co/TEhkeKopCM,how seo has evolved over the years click to continue tech techno technology technews internet crypto security android apple ai future cyber digital advertising podcast with dale bertrand on this episode of the duct tape advertising po ,0.0,0.0625,negative,0.088,0.854,0.059,-0.296,235,37
575,"How to Monetize Your Profiles With Facebook’s Professional Mode https://t.co/DRzjZeoSgi Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital   As a wise enterprise proprietor, you might be all the tim… https://t.co/yIu2O70nCt",how to monetize your profiles with facebook professional mode click to continue tech techno technology technews internet crypto security android apple ai future cyber digital as wise enterprise proprietor you might be all the tim ,0.19999999999999998,0.28125,positive,0.0,0.857,0.143,0.6705,230,35
576,"Good morning https://t.co/lxiGQVYynW
#sweet #Apple #onlyfans #ass #delicious #Deliciosa https://t.co/TAYEC4ZtpE",good morning sweet apple onlyfans ass delicious deliciosa ,0.6833333333333332,0.75,positive,0.205,0.234,0.561,0.7269,58,8
577,"⚡9 - Apple: Apple held up Telegram’s latest update over emojis, here’s why
 #PavelDurov #Apple #Telegram  
 https://t.co/W53VLGRDXj", 9 apple apple held up telegram latest update over emojis here why paveldurov apple telegram ,0.5,0.9,neutral,0.0,1.0,0.0,0.0,93,15
578,"⚡8 - New iPhone 14 launch date leaked! Speculation rages over Apple event
 #Apple #iphone14 #AppleWatchSeries8 #iPhone14Pro  
 https://t.co/YltsV2hMn4", 8 new iphone 14 launch date leaked speculation rages over apple event apple iphone14 applewatchseries8 iphone14pro ,0.13636363636363635,0.45454545454545453,negative,0.293,0.707,0.0,-0.6597,116,16
579,"⚡7 - Expert answers whether you should hold off on buying iPhone 14 - PhoneArena
 #Apple #iPhone14Pro #ProMax #iPhone14  
 https://t.co/UpcpI7hHna", 7 expert answers whether you should hold off on buying iphone 14 phonearena apple iphone14pro promax iphone14 ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,111,17
580,A #little (#lotta) #midnight #cocktail at my #local #trifocal #vocal with my #varifocal #apple #lens 😎 @ Jones Hollywood https://t.co/ScYdmmZEWo,a little lotta midnight cocktail at my local trifocal vocal with my varifocal apple lens jones hollywood ,-0.09375,0.25,neutral,0.0,1.0,0.0,0.0,105,17
581,"⚡3 - New entry-level iPad and the latest generation of the iPad Pro could debut in October - PhoneArena
 #Apple  
 https://t.co/j5zzTcjk5W", 3 new entry level ipad and the latest generation of the ipad pro could debut in october phonearena apple ,0.3181818181818182,0.6772727272727272,neutral,0.0,1.0,0.0,0.0,106,19
582,"⚡2 - Ipad: Apple’s new entry-level iPad may launch in October
 #Apple #iPad #Bionic #Retina  
 https://t.co/AjyQczd7KZ", 2 ipad apple new entry level ipad may launch in october apple ipad bionic retina ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,82,15
583,"If there's one place loving the #rain this week, it's our #apple #orchard at the base of #Glastonbury Tor, now packed with fruit ready to cram into our #Glastonberry &amp; #Magog #Ciders. Buy these alongside our #ales &amp; gifts in our Glastonbury shop (BA6 8JY): https://t.co/5wQWJUAWAz https://t.co/MADlaYROA7",if there one place loving the rain this week it our apple orchard at the base of glastonbury tor now packed with fruit ready to cram into our glastonberry amp magog ciders buy these alongside our ales amp gifts in our glastonbury shop ba6 8jy ,-1.850371707708594e-17,0.8166666666666668,positive,0.0,0.87,0.13,0.7506,243,45
584,"#Apple releases security updates for #iOS, iPadOS, and #macOS platforms to fix two new zero-day vulnerabilities that are exploited by threat actors to compromise users.

Read: https://t.co/NoXNzf4aNW

#infosec #cybersecurity #hacking", apple releases security updates for ios ipados and macos platforms to fix two new zero day vulnerabilities that are exploited by threat actors to compromise users read infosec cybersecurity hacking,0.13636363636363635,0.45454545454545453,negative,0.22,0.714,0.066,-0.6808,198,30
585,"Valorant esports now incorporates Ascension circuit into international teams 
https://t.co/Wvzwt20wGc
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Interested in learning what's next for the gaming industry? Join gaming executi...",valorant esports now incorporates ascension circuit into international teams seo google apple ios cybersecurity robotics iot ai software telecom interested in learning what next for the gaming industry join gaming executi ,0.08333333333333333,0.16666666666666666,positive,0.0,0.855,0.145,0.5994,222,31
586,"The 15 Best Free #Monospace #Fonts for #Coding &amp; Programming

-- Development | The Digital Insider: https://t.co/lOkAbLlu4F.

#Apple #Code #Design #FreeTemplates #Github #Mac #Mockups #Os #Ubuntu https://t.co/1CDd22Zvk9",the 15 best free monospace fonts for coding amp programming development the digital insider apple code design freetemplates github mac mockups os ubuntu ,0.4666666666666666,0.3666666666666667,positive,0.0,0.737,0.263,0.8176,153,23
587,"The 15 Best Free #Monospace #Fonts for #Coding &amp; Programming

-- Development | The Digital Insider: https://t.co/utcBC2Jkfd.

#Apple #Code #Design #FreeTemplates #Github #Mac #Mockups #Os #Ubuntu https://t.co/WrbMFmGaYP",the 15 best free monospace fonts for coding amp programming development the digital insider apple code design freetemplates github mac mockups os ubuntu ,0.4666666666666666,0.3666666666666667,positive,0.0,0.737,0.263,0.8176,153,23
588,"Excitel Launches 400 Mbps Plan for Rs 599 Per Month 
https://t.co/mKChJa4bOw
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Excitel, one of the fastest growing internet service providers (ISPs) in the country, has announced a 400 Mbp...",excitel launches 400 mbps plan for rs 599 per month seo google apple ios cybersecurity robotics iot ai software telecom excitel one of the fastest growing internet service providers isps in the country has announced 400 mbp ,0.0,0.0,positive,0.0,0.955,0.045,0.1779,224,37
589,I #believe @Apple is gonna hit 3T #market capitalization very soon⏳⌛️🇺🇸🍎 #Tech #Iphone #Apple #Innovation #America #UnitedStates,i believe is gonna hit 3t market capitalization very soon tech iphone apple innovation america unitedstates,0.2,0.3,positive,0.0,0.843,0.157,0.3818,107,16
590,"servers in China?  #Apple  

🤔

See... https://t.co/KnE8i6CoQq",servers in china apple see ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,27,5
591,"BrainKids Educative Game Now available #Apple App Store #Google Play Jeu Video Kids 4+,Learn alphabet,numbers,words,sounds,colors,listen pronunciation in 6 languages while having fun with this educational game ! US,UK,French,Deutsh,Spain,Italian 09:26:46 https://t.co/PtouBTYZCj",brainkids educative game now available apple app store google play jeu video kids 4 learn alphabet numbers words sounds colors listen pronunciation in 6 languages while having fun with this educational game us uk french deutsh spain italian 09 26 46 ,0.021428571428571432,0.2357142857142857,positive,0.0,0.867,0.133,0.6908,250,41
592,"So until now was Apple only employing Upper Caste people? Wow what a surprising revelation.
#Apple",so until now was apple only employing upper caste people wow what surprising revelation apple,0.19999999999999998,0.625,positive,0.0,0.688,0.312,0.7096,93,15
593,"According to Sources, Apple #iPhone14 is to be launched by September 7th. The expected Starting price of the series is around Rs 80,000/- in #India

#Apple #AppleEvent #iPhone #iPhone14Pro #launch #digitalmedia #mediainfluencer #NagpurNews #news #media #newsmedia #TFM @Apple https://t.co/Zw7Io4Nc4T",according to sources apple iphone14 is to be launched by september 7th the expected starting price of the series is around rs 80 000 in india apple appleevent iphone iphone14pro launch digitalmedia mediainfluencer nagpurnews news media newsmedia tfm ,-0.05,0.25,positive,0.0,0.961,0.039,0.128,250,38
594,"Apple Planning to Hold iPhone 14 Event on September 7 
https://t.co/uM7dLdWcij
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom
 
Apple is aiming to hold its first fall event on Wednesday, September 7, reports Bloomberg's Mark Gurman. The even...",apple planning to hold iphone 14 event on september 7 seo google apple ios cybersecurity robotics iot ai software telecom apple is aiming to hold its first fall event on wednesday september 7 reports bloomberg mark gurman the even ,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0,231,39
595,How SEO Has Evolved Over The Years https://t.co/zkKl08US7h Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital https://t.co/t6J5ePiEY6,how seo has evolved over the years click to continue tech techno technology technews internet crypto security android apple ai future cyber digital ,0.0,0.0625,positive,0.0,0.902,0.098,0.34,148,23
596,How to Monetize Your Profiles With Facebook’s Professional Mode https://t.co/UHeyWhZK4V Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital https://t.co/9MX7dnJYrR,how to monetize your profiles with facebook professional mode click to continue tech techno technology technews internet crypto security android apple ai future cyber digital ,0.03333333333333333,0.075,positive,0.0,0.909,0.091,0.34,175,25
597,"Apple iPhone 14 series launch date leaked https://t.co/Yv9DtbMdKi

#Apple #iPhone #iPhone14Series https://t.co/OLxIhBQNru",apple iphone 14 series launch date leaked apple iphone iphone14series ,0.0,0.0,negative,0.204,0.796,0.0,-0.3182,70,10
598,How SEO Has Evolved Over The Years https://t.co/bzfiEZuuJM Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital   Advertising Podcast with Dale Bertrand On this episode of the Duct Tape Advertising Po… https://t.co/rm5Jn7wnDu,how seo has evolved over the years click to continue tech techno technology technews internet crypto security android apple ai future cyber digital advertising podcast with dale bertrand on this episode of the duct tape advertising po ,0.0,0.0625,negative,0.088,0.854,0.059,-0.296,235,37
599,How SEO Has Evolved Over The Years https://t.co/aRaCx2Dkw8 Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital   Advertising Podcast with Dale Bertrand On this episode of the Duct Tape Advertising Po… https://t.co/USonhtSEHw,how seo has evolved over the years click to continue tech techno technology technews internet crypto security android apple ai future cyber digital advertising podcast with dale bertrand on this episode of the duct tape advertising po ,0.0,0.0625,negative,0.088,0.854,0.059,-0.296,235,37
600,"How to Monetize Your Profiles With Facebook’s Professional Mode https://t.co/nRSEepfTeB Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital   As a wise enterprise proprietor, you might be all the tim… https://t.co/i8NJaDmI59",how to monetize your profiles with facebook professional mode click to continue tech techno technology technews internet crypto security android apple ai future cyber digital as wise enterprise proprietor you might be all the tim ,0.19999999999999998,0.28125,positive,0.0,0.857,0.143,0.6705,230,35
601,"How to Monetize Your Profiles With Facebook’s Professional Mode https://t.co/J4fjLbmjID Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital   As a wise enterprise proprietor, you might be all the tim… https://t.co/uOWTOCLBo2",how to monetize your profiles with facebook professional mode click to continue tech techno technology technews internet crypto security android apple ai future cyber digital as wise enterprise proprietor you might be all the tim ,0.19999999999999998,0.28125,positive,0.0,0.857,0.143,0.6705,230,35
602,Boycott #Apple and #iPhone. Use only Indian products.,boycott apple and iphone use only indian products ,0.0,1.0,negative,0.247,0.753,0.0,-0.3182,50,8
603,"TWYP de ING muere hoy. Spoiler: luchar contra Apple, Google y Bizum sale mal https://t.co/UeFi9clhkS #Tecnologia #Moviles #Xataka #Gadgets #Android #Apple https://t.co/EphG9phpTf",twyp de ing muere hoy spoiler luchar contra apple google bizum sale mal tecnologia moviles xataka gadgets android apple ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,120,19
604,How SEO Has Evolved Over The Years https://t.co/8RKacFsakD Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital   Advertising Podcast with Dale Bertrand On this episode of the Duct Tape Advertising Po… https://t.co/m40J6eSkSt,how seo has evolved over the years click to continue tech techno technology technews internet crypto security android apple ai future cyber digital advertising podcast with dale bertrand on this episode of the duct tape advertising po ,0.0,0.0625,negative,0.088,0.854,0.059,-0.296,235,37
605,"How to Monetize Your Profiles With Facebook’s Professional Mode https://t.co/wIH0I5qIhl Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital   As a wise enterprise proprietor, you might be all the tim… https://t.co/7XtGxIrwIa",how to monetize your profiles with facebook professional mode click to continue tech techno technology technews internet crypto security android apple ai future cyber digital as wise enterprise proprietor you might be all the tim ,0.19999999999999998,0.28125,positive,0.0,0.857,0.143,0.6705,230,35
606,The very first Apple logo featured Sir Isaac Newton sitting underneath a tree with an apple about to hit his head. #apple #fact,the very first apple logo featured sir isaac newton sitting underneath tree with an apple about to hit his head apple fact,0.325,0.43333333333333335,neutral,0.0,1.0,0.0,0.0,122,22
607,#Geometrical #Apple #wood #slices sanded wood slices 2.5 inch slices #Handmade #rustic #wedding supply https://t.co/H12IqDV4VJ via @Etsy, geometrical apple wood slices sanded wood slices 2 5 inch slices handmade rustic wedding supply via ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,101,16
608,"🍏Apple is going to unveil the #iPhone14 line on Sept. 7

The #iPhone14Pro has camera upgrades and a speedier chip. The #AppleEvent event will present also new Macs, iPads, and three #AppleWatch models.

#Apple gained almost 1% in New York trading but remains down 2% this year. https://t.co/Ny9UixTjp1", apple is going to unveil the iphone14 line on sept 7 the iphone14pro has camera upgrades and speedier chip the appleevent event will present also new macs ipads and three applewatch models apple gained almost 1 in new york trading but remains down 2 this year ,0.02929292929292928,0.2994949494949495,positive,0.0,0.959,0.041,0.2023,261,46
609,📰 Vietnam to make Apple Watch and MacBook https://t.co/t9FUpbpPIb #hackernews #vietnam #macbook #apple #watch #make, vietnam to make apple watch and macbook hackernews vietnam macbook apple watch make,0.0,0.0,neutral,0.0,1.0,0.0,0.0,84,13
610,"📸 @SethCL 
#Apple is aiming to hold launch event Sept. 7 to unveil iPhone 14 line.

Great chart from @bespokeinvest tracking #iphone14 launch events and $AAPL performance.

$SPY $QQQ https://t.co/GncmbauegB", apple is aiming to hold launch event sept 7 to unveil iphone 14 line great chart from tracking iphone14 launch events and aapl performance spy qqq ,0.8,0.75,positive,0.0,0.854,0.146,0.6249,148,26
611,"How To Keep Headphone Pads From Cracking?

https://t.co/Q7UKufrf1r

#headphones #music #earphones #bluetooth #headphone #wireless #audio #wirelessheadphones #headset #earbuds #bluetoothheadphone #earphone  #tech #sound #technology #hifi #apple #samsung #speaker #headphonemurah https://t.co/PeAZpq1wLX",how to keep headphone pads from cracking headphones music earphones bluetooth headphone wireless audio wirelessheadphones headset earbuds bluetoothheadphone earphone tech sound technology hifi apple samsung speaker headphonemurah ,0.4,0.4,neutral,0.0,1.0,0.0,0.0,230,27
612,"Here's a quick weekly snapshot of the US stock market and global news. Read more on https://t.co/KLZw6koHYv

#stockmarket #investment #US #money #finance #wallstreet #NYSE #rearview #strategy #nasdaq #hike #amazon #apple #intel #meta #GDP #economy #inflation #merger #SIP https://t.co/D7YPqazczX",here a quick weekly snapshot of the us stock market and global news read more on stockmarket investment us money finance wallstreet nyse rearview strategy nasdaq hike amazon apple intel meta gdp economy inflation merger sip ,0.27777777777777773,0.3333333333333333,positive,0.0,0.952,0.048,0.1779,224,36
613,"The Key Tech Enabling Cloudera’s New Lakehouse 
https://t.co/pLnzS3E3PL
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

 (MattL-photography_1/Shuttertsock)

Cloudera today debuted CDP One, its new software-as-a-service (SaaS) lakehouse of...",the key tech enabling cloudera new lakehouse seo google apple ios cybersecurity robotics iot ai software telecom mattl photography 1 shuttertsock cloudera today debuted cdp one its new software as service saas lakehouse of ,0.0909090909090909,0.6363636363636364,neutral,0.0,1.0,0.0,0.0,223,34
614,Momax enhances MagSafe iPhone chargers with futuristic transparent designs [Save 10%] https://t.co/bki03ZQ7Pz #Apple,momax enhances magsafe iphone chargers with futuristic transparent designs save 10 apple,0.0,0.0,positive,0.0,0.775,0.225,0.4939,88,12
615,Best affordable iPhone plans for 2022 https://t.co/vSzRQCse7L #Apple,best affordable iphone plans for 2022 apple,1.0,0.3,positive,0.0,0.588,0.412,0.6369,43,7
616,watchOS 8.7.1 update fixes reboot bug affecting Apple Watch Series 3 models https://t.co/nDkJdqr7kH #Apple,watchos 8 7 1 update fixes reboot bug affecting apple watch series 3 models apple,0.0,0.0,neutral,0.0,1.0,0.0,0.0,81,15
617,"Visible is ending Party Pay for new customers, adds new Visible+ plan https://t.co/ukoPsqxQ69 #Apple",visible is ending party pay for new customers adds new visible plan apple,0.13636363636363635,0.45454545454545453,positive,0.093,0.728,0.179,0.3182,73,13
618,Belkin’s latest USB-C hub mounts to the back of your M1 iMac with a detachable design https://t.co/VZwz1efQgu #Apple,belkin latest usb hub mounts to the back of your m1 imac with detachable design apple,0.25,0.45,neutral,0.0,1.0,0.0,0.0,85,16
619,iOS 15.6.1 fixes two security vulnerabilities that were actively exploited in the wild https://t.co/hl12jlh9TI #Apple,ios 15 6 1 fixes two security vulnerabilities that were actively exploited in the wild apple,-0.016666666666666663,0.5,neutral,0.238,0.518,0.244,0.0258,92,16
620,macOS Monterey 12.5.1 now available with security fixes https://t.co/8FV16pwAoK #Apple,macos monterey 12 5 1 now available with security fixes apple,0.4,0.4,positive,0.0,0.769,0.231,0.34,61,11
621,iOS 15.6.1 now available with bug fixes and performance improvements https://t.co/b073Y4Wg4s #Apple,ios 15 6 1 now available with bug fixes and performance improvements apple,0.4,0.4,positive,0.0,0.813,0.187,0.3182,74,13
622,"9to5Mac Daily: August 17, 2022 – iPhone 14 Pro price increases, Apple’s hiring slowdown https://t.co/ynjoTREbNU #Apple",9to5mac daily august 17 2022 iphone 14 pro price increases apple hiring slowdown apple,0.0,0.0,neutral,0.0,1.0,0.0,0.0,86,14
623,"Bloomberg: iPhone 14 event slated for September 7, release on September 16 https://t.co/JTZ2JXJVCu #Apple",bloomberg iphone 14 event slated for september 7 release on september 16 apple,0.0,0.0,neutral,0.0,1.0,0.0,0.0,78,13
624,"Deals: Apple Watch Series 7 start at $270, Nomad 20% off iPhone accessory sale, more https://t.co/FD8T1LCMrC #Apple",deals apple watch series 7 start at 270 nomad 20 off iphone accessory sale more apple,0.5,0.5,neutral,0.0,1.0,0.0,0.0,85,16
625,Apple’s most boring iPad is about to get an exciting update https://t.co/mEScbbEINJ #Apple,apple most boring ipad is about to get an exciting update apple,-0.06666666666666667,0.7666666666666666,positive,0.164,0.633,0.203,0.1548,63,12
626,"Apple releases trailer for its next original movie The Greatest Beer Run Ever, starring Zac Efron https://t.co/PQJlCoAtSO #Apple",apple releases trailer for its next original movie the greatest beer run ever starring zac efron apple,0.4583333333333333,0.5833333333333334,positive,0.0,0.698,0.302,0.7579,102,17
627,"Report: iPhone 14 Pro price increase could be $100, offset by more storage https://t.co/Hzu6jnBDhx #Apple",report iphone 14 pro price increase could be 100 offset by more storage apple,0.5,0.5,positive,0.0,0.85,0.15,0.3182,77,14
628,Fluid One lets you point your iPhone at a smart home device to control it – for $800 https://t.co/QrmVH7xBN2 #Apple,fluid one lets you point your iphone at smart home device to control it for 800 apple,0.10714285714285714,0.37142857142857144,positive,0.0,0.856,0.144,0.4019,85,17
629,AirPods Pro 2: Everything we know so far [Video] https://t.co/AQ7kPxBzZw #Apple,airpods pro 2 everything we know so far video apple,0.1,1.0,neutral,0.0,1.0,0.0,0.0,51,10
630,iPad storage list: Capacity specs for every model https://t.co/LXreYvQukI #Apple,ipad storage list capacity specs for every model apple,0.0,0.0,neutral,0.0,1.0,0.0,0.0,54,9
631,Apple expanding GarageBand Remix Sessions with new artists and Today at Apple classes https://t.co/KdrlFc2Evw #Apple,apple expanding garageband remix sessions with new artists and today at apple classes apple,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,91,14
632,UK carrier EE is the first to include the Apple One bundle as part of a mobile phone plan https://t.co/3Jwphuvq5c #Apple,uk carrier ee is the first to include the apple one bundle as part of mobile phone plan apple,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0,93,19
633,TikTok replaced TV for British young adults; 95% of US teens watch YouTube https://t.co/uEWVpqKdIk #Apple,tiktok replaced tv for british young adults 95 of us teens watch youtube apple,0.05,0.2,neutral,0.0,1.0,0.0,0.0,78,14
634,Airbnb introduces new anti-party tech tool; here’s how it works https://t.co/L5kdsQT83y #Apple,airbnb introduces new anti party tech tool here how it works apple,0.13636363636363635,0.45454545454545453,positive,0.153,0.667,0.18,0.1027,66,12
635,Midterm election disinformation fears see both Meta and TikTok prepare defenses https://t.co/YzI7DhvbmN #Apple,midterm election disinformation fears see both meta and tiktok prepare defenses apple,0.0,0.0,negative,0.193,0.69,0.117,-0.2732,85,12
636,MacBook design changes enable Vietnamese production for the first time; Apple Watch too https://t.co/KYOJHOe5YR #Apple,macbook design changes enable vietnamese production for the first time apple watch too apple,0.25,0.3333333333333333,neutral,0.0,1.0,0.0,0.0,92,14
